dj_pts,dj_rank,opp_pts,opp_rank,dj_win,age,is_outdoor,is_five_sets,5SMA,ATP250,ATP500,Grand Slam,International,International Gold,Masters,Masters 1000,Masters Cup,Carpet,Clay,Grass,Hard,1st Round,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final
10590,3,1800,35,1,22,1,0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10590,3,1600,40,0,22,1,0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10650,3,1163,68,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10650,3,728,127,1,22,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10650,3,950,97,1,22,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9010,3,1268,55,1,22,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9010,3,1132,68,1,22,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9010,3,1085,76,1,22,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9010,3,3200,12,0,22,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9010,3,726,125,1,22,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9010,3,1132,66,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9010,3,2500,19,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9010,3,3945,8,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9010,3,2875,14,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9240,3,1238,54,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9240,3,1105,64,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9240,3,2660,16,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9240,3,4060,7,0,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8420,3,736,117,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8420,3,1630,33,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
8420,3,2230,22,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8420,3,3195,11,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8420,3,10910,2,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8420,3,7850,4,0,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9010,3,1084,65,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9010,3,1549,36,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9010,3,3760,8,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9010,3,2620,16,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9010,3,14470,1,0,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9160,3,1609,33,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9160,3,2510,17,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9160,3,4580,5,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9160,3,10060,2,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9160,3,14890,1,0,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9670,3,1045,63,1,22,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9670,3,1460,38,1,22,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9670,3,1470,36,1,22,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9670,3,423,179,1,22,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8920,4,1023,65,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
8920,4,1490,36,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
8920,4,1181,54,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8920,4,15360,1,0,22,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8830,4,732,110,1,22,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8830,4,1590,31,0,22,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8020,4,951,66,1,22,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8020,4,1056,56,1,22,1,0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8020,4,1675,28,1,22,1,0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8020,4,563,136,1,22,1,0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8020,4,1195,41,0,22,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7860,4,845,81,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7860,4,692,106,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7860,4,1735,25,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7860,4,1162,46,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7860,4,1405,34,0,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7380,4,256,225,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7380,4,850,65,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7380,4,5530,5,0,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7150,4,906,54,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7150,4,1222,35,1,22,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7150,4,3320,9,1,22,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7150,4,8665,3,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7150,4,11040,1,0,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7660,4,976,51,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7660,4,402,155,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7660,4,197,276,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7660,4,2000,16,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7660,4,3220,10,1,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7660,4,12040,1,0,22,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7330,4,1286,27,1,22,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7330,4,1245,28,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7330,4,3460,9,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7330,4,3020,11,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7330,4,2195,15,1,22,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7740,4,720,66,1,22,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7740,4,545,99,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7740,4,3285,10,1,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7740,4,3710,8,0,22,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8300,3,1150,30,1,22,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8300,3,552,93,1,22,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
8300,3,2935,10,1,22,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8300,3,8845,2,1,22,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8300,3,2055,16,1,22,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7910,3,3630,7,1,22,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7910,3,3010,9,0,22,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7910,3,9205,2,1,22,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8310,3,613,74,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8310,3,775,58,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8310,3,515,103,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8310,3,573,86,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8310,3,2875,10,0,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8310,2,781,54,1,23,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8310,2,1770,20,0,23,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8310,2,894,47,1,23,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8310,2,1110,35,1,23,1,0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8310,2,1450,26,1,23,1,0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8310,2,1100,37,1,23,1,0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8310,2,1975,15,1,23,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8310,2,490,106,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8310,2,1275,31,1,23,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
8310,2,1520,26,0,23,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8220,2,754,59,0,23,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7630,2,710,67,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7630,2,1780,20,1,23,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7630,2,335,151,1,23,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7630,2,2725,12,0,23,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7390,2,920,46,1,23,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7390,2,1402,28,1,23,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7390,2,3555,9,0,23,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6970,2,630,80,1,23,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6405,3,655,73,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6405,3,190,246,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6405,3,1160,37,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6405,3,538,98,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6405,3,1495,27,0,23,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6675,3,560,96,1,23,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6675,3,649,74,0,23,1,0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6545,3,730,68,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6545,3,551,97,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6545,3,1405,31,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6545,3,1565,26,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6545,3,626,82,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6545,3,2825,13,0,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6905,2,1229,33,1,23,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6905,2,870,54,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6905,2,695,72,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6905,2,6795,3,0,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7085,3,945,47,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7085,3,1145,37,1,23,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7085,3,2875,13,0,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6665,3,980,47,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6665,3,910,52,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6665,3,495,108,1,23,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6665,3,1751,21,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6665,3,2070,19,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6665,3,7215,2,1,23,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6665,3,10745,1,0,23,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7145,2,111,356,1,23,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7145,2,1055,43,1,23,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7145,2,1715,22,1,23,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7145,2,3135,11,1,23,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7145,2,2190,17,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7145,2,1305,31,1,23,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7145,2,1175,35,1,23,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7145,2,6735,3,0,23,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7145,3,1415,26,1,23,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7145,3,1070,41,1,23,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7145,3,743,66,1,23,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7145,3,1225,32,1,23,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7145,3,7495,2,0,23,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6945,3,1480,24,1,23,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6945,3,1215,34,0,23,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
5635,3,3755,6,1,23,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5635,3,11450,1,0,23,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5635,3,3665,8,1,23,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5635,3,7645,2,0,23,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6240,3,993,42,1,24,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6240,3,606,81,1,24,1,1,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6240,3,2160,14,1,24,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6240,3,3955,6,1,24,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6240,3,9245,2,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6240,3,5760,5,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7880,3,1370,27,1,24,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7880,3,1060,41,1,24,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7880,3,1098,38,1,24,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7880,3,7965,2,1,24,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7800,3,1090,39,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7800,3,1210,34,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7800,3,1710,18,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7800,3,1495,21,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7800,3,7965,2,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7800,3,12390,1,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8710,2,896,54,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
8710,2,335,173,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
8710,2,1710,17,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8710,2,1058,40,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8710,2,2106,15,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8710,2,12630,1,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9640,2,327,182,1,24,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9640,2,599,85,1,24,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9640,2,1095,37,1,24,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9710,2,1150,35,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9710,2,1285,29,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9710,2,4330,6,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9710,2,1115,36,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9710,2,11915,1,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10665,2,418,141,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
10665,2,1920,14,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10665,2,5265,5,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10665,2,5905,4,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10665,2,12470,1,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11665,2,710,71,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11665,2,1355,26,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11665,2,1755,16,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11665,2,8390,3,0,24,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12005,2,930,54,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12005,2,1185,36,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12005,2,1295,30,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12005,2,1195,35,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12005,2,357,158,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12005,2,1585,19,1,24,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12005,2,12070,1,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12860,1,1295,30,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12860,1,1295,29,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12860,1,2905,7,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12860,1,2505,8,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
13500,1,667,78,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13500,1,1338,29,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13500,1,2995,8,1,24,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13920,1,672,74,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13920,1,1115,39,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13920,1,1530,23,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13920,1,8380,3,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13920,1,11420,2,1,24,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13860,1,910,47,1,24,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13860,1,747,64,1,24,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13860,1,805,59,1,24,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13860,1,1225,32,0,24,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13785,1,1035,39,1,24,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13785,1,1730,19,1,24,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13475,1,3300,7,1,24,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
13475,1,4480,5,0,24,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
13475,1,2395,9,0,24,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
13630,1,845,56,1,25,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13630,1,653,81,1,25,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
