dj_pts,dj_rank,opp_pts,opp_rank,dj_win,age,is_outdoor,is_five_sets,5SMA,ATP250,ATP500,Grand Slam,International,International Gold,Masters,Masters 1000,Masters Cup,Carpet,Clay,Grass,Hard,1st Round,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final
13630,1,265,181,1,25,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13630,1,4925,5,1,25,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13630,1,7380,4,1,25,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13630,1,9595,2,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13130,1,678,72,1,25,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13130,1,665,74,1,25,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13130,1,2710,9,1,25,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13130,1,7150,4,0,25,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13310,1,372,145,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13310,1,1270,30,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13310,1,1000,45,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13310,1,2070,12,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13310,1,2120,11,0,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12670,1,1010,42,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12670,1,1340,27,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12670,1,1595,17,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12670,1,4700,5,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12670,1,1495,21,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12670,1,7450,4,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12670,1,980,44,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12670,1,1495,21,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12670,1,821,55,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12670,1,3810,7,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12670,1,9215,2,0,25,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12020,1,399,137,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12020,1,1505,21,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12020,1,2820,8,0,25,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11200,1,1215,32,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11200,1,1925,15,1,25,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
11200,1,4930,5,1,25,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11200,1,9430,2,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11200,1,9105,3,0,25,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11800,1,558,97,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11800,1,1355,25,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11800,1,4965,5,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11800,1,9790,3,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11800,1,10060,2,0,25,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12280,1,1035,38,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12280,1,871,48,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12280,1,1340,27,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12280,1,1190,34,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12280,1,1230,29,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12280,1,9435,3,0,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11270,2,880,49,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11270,2,1189,35,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11270,2,1418,25,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11270,2,3320,9,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11270,2,1600,21,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11270,2,1355,27,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11270,2,2015,15,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11270,2,3305,9,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11270,2,11345,1,0,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11270,2,674,69,1,25,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11270,2,1075,35,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11270,2,3620,8,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11270,2,5375,5,1,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11270,2,7290,4,0,25,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10470,2,466,123,1,25,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10470,2,880,50,1,25,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10470,2,997,37,1,25,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10470,2,1295,29,1,25,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10470,2,4520,7,1,25,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10970,2,751,56,1,25,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
10970,2,1355,29,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
10970,2,1553,21,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10970,2,4570,7,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10970,2,8090,3,1,25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11970,2,1560,23,0,25,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11420,1,3490,8,1,25,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
11420,1,7600,3,1,25,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
11420,1,4405,6,1,25,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
11420,1,4080,7,1,25,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
11420,1,9465,2,1,25,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12920,1,763,60,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12920,1,754,62,1,26,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12920,1,1900,17,1,26,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12920,1,4680,6,1,26,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12920,1,6505,5,1,26,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12920,1,8000,3,1,26,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12960,1,925,44,1,26,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12960,1,788,55,1,26,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12960,1,1730,20,1,26,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12960,1,4410,7,1,26,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12960,1,4545,6,1,26,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13280,1,1065,36,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13280,1,1137,31,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13280,1,1695,23,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13280,1,3660,8,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13280,1,4410,7,0,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
13280,1,749,64,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13280,1,182,254,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
13280,1,1925,18,0,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12500,1,1220,27,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12500,1,1740,20,1,26,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12500,1,860,49,1,26,1,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12500,1,1135,32,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12500,1,6385,5,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12900,1,1272,28,0,26,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12730,1,573,89,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12730,1,1420,23,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12730,1,4520,6,0,26,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12310,1,797,58,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12310,1,1355,28,1,26,1,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12310,1,1750,19,1,26,1,1,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12310,1,2340,14,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12310,1,6895,4,0,26,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11830,1,1175,34,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11830,1,346,156,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11830,1,1441,25,1,26,1,0,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11830,1,2425,13,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11830,1,4515,6,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11830,1,3960,8,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11830,1,8560,2,0,26,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12040,1,905,50,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12040,1,720,66,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12040,1,3045,9,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12040,1,6860,4,0,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11400,1,1240,32,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11400,1,631,80,1,26,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11400,1,1585,22,0,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10980,1,499,112,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10980,1,603,87,1,26,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10980,1,975,43,1,26,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10980,1,1475,24,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10980,1,2610,10,1,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10980,1,8860,2,0,26,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11120,1,951,46,1,26,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11120,1,1210,31,1,26,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11120,1,1265,30,1,26,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11120,1,3005,10,1,26,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11120,1,10860,2,1,26,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11120,2,1110,36,1,26,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11120,2,1885,17,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11120,2,1050,42,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11120,2,3115,9,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11120,2,4925,5,1,26,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11120,2,262,189,1,26,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11120,2,2070,16,1,26,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11120,2,3240,8,1,26,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11120,2,4245,6,1,26,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11120,2,6600,3,1,26,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
10610,2,3805,7,1,26,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10610,2,5055,5,1,26,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10610,2,3300,9,1,26,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10610,2,3330,8,1,26,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10610,2,12030,1,1,26,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12260,2,579,98,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12260,2,945,49,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12260,2,1930,16,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12260,2,3890,8,0,27,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10580,2,830,54,1,27,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10580,2,885,51,1,27,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10580,2,4305,8,0,27,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10260,2,616,87,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
10260,2,602,91,1,27,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
10260,2,1455,26,1,27,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
10260,2,730,65,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10260,2,2320,13,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10260,2,4625,8,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
10900,2,955,48,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
10900,2,2050,17,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
10900,2,4795,6,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10900,2,13130,1,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11680,2,810,57,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11680,2,730,62,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
11680,2,1071,38,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11680,2,5355,4,0,27,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11030,2,1005,43,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11030,2,1280,29,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
11030,2,5030,5,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11030,2,2625,10,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11030,2,12900,1,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11850,2,1060,42,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11850,2,1410,26,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11850,2,2315,14,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11850,2,2975,9,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11850,2,2050,17,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11850,2,12500,1,0,27,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12330,2,852,56,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12330,2,1085,38,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12330,2,1005,44,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12330,2,1775,17,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12330,2,1350,29,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12330,2,2595,13,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12330,2,4945,4,1,27,1,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13130,1,1545,22,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13130,1,1910,15,0,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12860,1,1145,31,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12860,1,1735,20,0,27,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12770,1,656,79,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12770,1,649,81,1,27,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12770,1,820,57,1,27,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12770,1,1505,25,1,27,1,1,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12770,1,3150,9,1,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12770,1,2680,11,0,27,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12150,1,1040,38,1,27,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12150,1,965,41,1,27,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12150,1,3710,10,1,27,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12150,1,3365,11,1,27,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12150,1,4115,6,1,27,1,0,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12150,1,1024,39,1,27,1,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12150,1,642,85,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12150,1,4495,5,1,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12150,1,8170,3,0,27,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11510,1,1460,24,1,27,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11510,1,1735,21,1,27,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11510,1,4295,8,1,27,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11510,1,4355,7,1,27,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11510,1,3930,10,1,27,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
10010,1,4150,9,1,27,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10010,1,4895,4,1,27,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10010,1,4465,7,1,27,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10010,1,4625,5,1,27,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
11360,1,711,68,1,28,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11360,1,781,57,1,28,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11360,1,1320,27,0,28,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11405,1,487,116,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11405,1,595,88,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11405,1,1135,33,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11405,1,964,42,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11405,1,4575,8,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11405,1,5370,4,1,28,1,1,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11405,1,4675,6,1,28,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13045,1,785,63,1,28,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
