dj_pts,dj_rank,dj_odds,opp_pts,opp_rank,opp_odds,dj_win,age_c,age_c_sq,is_outdoor,is_five_sets,5SMA,ATP500,Grand Slam,Masters 1000,Masters Cup,Clay,Grass,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final
5105,3,1.01,433,113,13.0,1,-6.726899383983572,45.25117532223855,1,1,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0
5105,3,1.12,1145,24,5.5,1,-6.718685831622178,45.1407393040406,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0
5105,3,1.07,1360,15,7.5,1,-6.715947980835043,45.1039572812823,1,1,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0
5105,3,1.61,1845,8,2.25,1,-6.70773442847365,44.99370116293072,1,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0
5105,3,2.1,5930,2,1.72,0,-6.704996577686515,44.95697910678788,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0
4855,3,1.02,317,141,12.0,1,-6.652977412731005,44.26210845430894,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
4855,3,1.2,965,34,4.33,1,-6.650239561943874,44.225686231243444,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0
4855,3,1.16,1065,27,4.5,1,-6.6475017111567425,44.18927899983182,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0
4855,3,1.28,1250,20,3.75,0,-6.644763860369611,44.15288676007406,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1
4725,3,1.22,1215,21,4.0,0,-6.595482546201232,43.50039001724509,0,0,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0
4645,3,1.4,1845,8,2.75,1,-6.529774127310063,42.63795015368789,0,0,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0
4645,3,1.44,2315,5,2.75,1,-6.524298425735797,42.5664699480586,0,0,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0
4645,3,1.44,1950,7,2.62,0,-6.518822724161534,42.49504970904481,0,0,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0
4645,3,1.38,1780,9,3.0,1,-6.5133470225872685,42.423689436646434,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,1,0
4645,3,2.0,2315,5,1.8,1,-6.510609171800137,42.38803178792807,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1
10590,3,1.16,1408,53,4.5,0,-6.370978781656401,40.589370636316076,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
10590,3,1.2,2000,29,4.33,1,-6.349075975359344,40.31076574088521,1,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0
10590,3,1.2,1800,35,4.33,1,-6.34633812457221,40.27600759139871,1,0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0
10590,3,1.11,1600,40,6.0,0,-6.3436002737850785,40.24126443356612,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0
10650,3,1.03,1163,68,11.0,1,-6.329911019849419,40.067773519211116,1,1,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0
10650,3,1.01,728,127,13.0,1,-6.324435318275153,39.998482095046135,1,1,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0
10650,3,1.25,950,97,3.75,1,-6.318959616700891,39.92925063749667,1,1,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0
9010,3,1.12,1268,55,5.5,1,-6.253251197809718,39.103150542908665,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
9010,3,1.03,1132,68,11.0,1,-6.250513347022586,39.0689171013075,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
9010,3,1.05,1085,76,9.0,1,-6.247775496235455,39.03469865136019,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0
9010,3,1.61,3200,12,2.2,0,-6.245037645448324,39.00049519306675,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
9010,3,1.02,726,125,12.0,1,-6.236824093086927,38.89797476810957,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0
9010,3,1.03,1132,66,11.0,1,-6.234086242299796,38.86383127643159,1,0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0
9010,3,1.38,2500,19,2.75,1,-6.231348391512661,38.82970277640743,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0
9010,3,1.44,3945,8,2.62,1,-6.22861054072553,38.795589268037176,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
9010,3,1.4,2875,14,2.87,1,-6.225872689938399,38.76149075132079,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
9240,3,1.01,1238,54,15.0,1,-6.184804928131417,38.25181199903866,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
9240,3,1.1,1105,64,6.5,1,-6.179329226557151,38.1841096901834,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
9240,3,1.1,2660,16,6.5,1,-6.17659137577002,38.15028102323659,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0
9240,3,1.57,4060,7,2.37,0,-6.171115674195757,38.082668664304556,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
8420,3,1.06,736,117,8.0,1,-6.151950718685832,37.846497645139124,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
8420,3,1.1,1630,33,6.0,1,-6.143737166324435,37.7455063688762,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
8420,3,1.2,2230,22,4.33,1,-6.140999315537304,37.71187259342963,1,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0
8420,3,1.61,3195,11,2.25,1,-6.1382614647501725,37.678253809636935,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
8420,3,3.2,10910,2,1.36,1,-6.132785763175907,37.61106121701309,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
8420,3,1.4,7850,4,2.87,0,-6.127310061601644,37.54392859100474,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
9010,3,1.05,1084,65,9.0,1,-6.102669404517453,37.2425738608334,1,0,0.8,0,0,1,0,1,0,1,0,0,0,0,0,0
9010,3,1.08,1549,36,7.0,1,-6.097193702943191,37.1757710512101,1,0,0.8,0,0,1,0,1,0,0,1,0,0,0,0,0
9010,3,1.8,3760,8,1.9,1,-6.094455852156056,37.1423921338792,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
9010,3,1.3,2620,16,3.5,1,-6.091718001368925,37.109028208202204,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,1,0
9010,3,8.0,14470,1,1.07,0,-6.0889801505817935,37.07567927417908,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,0,1
9160,3,1.06,1609,33,8.0,1,-6.064339493497606,36.776213492394795,1,0,0.8,0,0,1,0,1,0,1,0,0,0,0,0,0
9160,3,1.16,2510,17,4.5,1,-6.05886379192334,36.709830449079675,1,0,0.8,0,0,1,0,1,0,0,1,0,0,0,0,0
9160,3,1.22,4580,5,4.33,1,-6.056125941136209,36.67666141490293,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
9160,3,1.72,10060,2,2.1,1,-6.0533880903490775,36.64350737238005,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,1,0
9160,3,6.5,14890,1,1.11,0,-6.050650239561943,36.610368321511,1,0,0.8,0,0,1,0,1,0,0,0,0,0,0,0,1
9670,3,1.06,1045,63,8.0,1,-6.042436687200549,36.51104111882715,1,0,0.8,0,0,0,0,1,0,1,0,0,0,0,0,0
9670,3,1.06,1460,38,8.0,1,-6.036960985626283,36.44489794197386,1,0,0.8,0,0,0,0,1,0,0,0,0,1,0,0,0
9670,3,1.05,1470,36,9.0,1,-6.034223134839152,36.411848841028046,1,0,0.8,0,0,0,0,1,0,0,0,0,0,0,1,0
9670,3,1.01,423,179,15.0,1,-6.0314852840520174,36.37881473173604,1,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,1
8920,4,1.03,1023,65,11.0,1,-6.023271731690624,36.27980235378337,1,0,0.8,0,0,1,0,1,0,1,0,0,0,0,0,0
8920,4,1.04,1490,36,11.0,1,-6.020533880903489,36.24682821110683,1,0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0
8920,4,1.07,1181,54,8.0,1,-6.017796030116358,36.2138690600842,1,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0
8920,4,6.5,15360,1,1.11,0,-6.015058179329227,36.18092490071543,1,0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0
8830,4,1.005,732,110,21.0,1,-5.979466119096511,35.75401506942309,1,1,0.8,0,1,0,0,1,0,1,0,0,0,0,0,0
8830,4,1.04,1590,31,10.0,0,-5.976728268309376,35.72128079320839,1,1,0.8,0,1,0,0,1,0,0,1,0,0,0,0,0
8020,4,1.06,951,66,8.0,1,-5.949349760438057,35.39476257202437,1,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0
8020,4,1.02,1056,56,12.0,1,-5.943874058863791,35.32963882763392,1,0,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0
8020,4,1.11,1675,28,6.0,1,-5.94113620807666,35.29709944291952,1,0,0.6,0,0,0,0,0,1,0,0,0,1,0,0,0
8020,4,1.05,563,136,9.0,1,-5.938398357289529,35.264575049858976,1,0,0.8,0,0,0,0,0,1,0,0,0,0,0,1,0
8020,4,1.33,1195,41,3.4,0,-5.935660506502394,35.232065648452256,1,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,1
7860,4,1.04,845,81,10.0,1,-5.913757700205338,34.97253013673792,1,1,0.8,0,1,0,0,0,1,0,0,0,0,0,0,0
7860,4,1.01,692,106,15.0,1,-5.908281998631075,34.90779617534801,1,1,0.8,0,1,0,0,0,1,1,0,0,0,0,0,0
7860,4,1.25,1735,25,3.75,1,-5.902806297056809,34.84312218057352,1,1,0.8,0,1,0,0,0,1,0,1,0,0,0,0,0
7860,4,1.03,1162,46,11.0,1,-5.894592744695416,34.74622362581584,1,1,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0
7860,4,1.36,1405,34,3.2,0,-5.88911704312115,34.681699547579996,1,1,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0
7380,4,1.03,256,225,11.0,1,-5.7768651608487325,33.37217108662785,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
7380,4,1.14,850,65,5.0,1,-5.77138945927447,33.30893629062446,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
7380,4,1.9,5530,5,1.8,0,-5.768651608487339,33.277341380103564,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
7150,4,1.11,906,54,6.0,1,-5.754962354551676,33.11959170230697,1,0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0
7150,4,1.14,1222,35,5.0,1,-5.752224503764545,33.08808674170926,1,0,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0
7150,4,1.28,3320,9,3.4,1,-5.749486652977414,33.056596772765424,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
7150,4,2.37,8665,3,1.57,1,-5.746748802190282,33.02512179547544,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
7150,4,2.75,11040,1,1.44,0,-5.744010951403148,32.993661809839296,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1
7660,4,1.04,976,51,10.0,1,-5.71937029431896,32.711196563538145,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
7660,4,1.01,402,155,15.0,1,-5.713894592744694,32.64859141699705,1,1,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0
7660,4,1.01,197,276,15.0,1,-5.708418891170432,32.58604623707146,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0
7660,4,1.16,2000,16,4.5,1,-5.700205338809035,32.49234090458702,1,1,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0
7660,4,1.33,3220,10,3.4,1,-5.697467488021903,32.461135777066616,1,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0
7660,4,4.33,12040,1,1.22,0,-5.686516084873375,32.33646518352362,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0
7330,4,1.08,1286,27,7.0,1,-5.626283367556468,31.655064532042548,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0
7330,4,1.12,1245,28,5.5,1,-5.6208076659822055,31.59347881796433,1,0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0
7330,4,1.36,3460,9,3.0,1,-5.61533196440794,31.53195307050153,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0
7330,4,1.44,3020,11,2.62,1,-5.612594113620808,31.501212684250948,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
7330,4,1.36,2195,15,3.2,1,-5.609856262833677,31.47048728965423,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
7740,4,1.03,720,66,11.0,1,-5.60164271047228,31.378401055787233,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
7740,4,1.02,545,99,12.0,1,-5.598904859685145,31.34773562780594,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
7740,4,1.2,3285,10,4.33,1,-5.596167008898014,31.317085191478547,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
7740,4,1.36,3710,8,3.0,0,-5.593429158110883,31.286449746805022,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
8300,3,1.08,1150,30,7.0,1,-5.524982888432579,30.5254359174728,0,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
8300,3,1.07,552,93,7.5,1,-5.5222450376454475,30.49519025579977,0,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
8300,3,1.33,2935,10,3.25,1,-5.519507186858316,30.464959585780605,0,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
8300,3,1.8,8845,2,2.0,1,-5.516769336071185,30.434743907415307,0,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
8300,3,1.22,2055,16,4.33,1,-5.51403148528405,30.404543220703832,0,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1
7910,3,1.4,3630,7,3.0,1,-5.492128678986994,30.163477426551424,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0
7910,3,1.4,3010,9,3.0,0,-5.4866529774127315,30.10336089455199,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0
7910,3,1.4,9205,2,2.87,1,-5.481177275838466,30.043304329167984,0,0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0
8310,3,1.01,613,74,15.0,1,-5.336071184120467,28.473655682000803,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0
8310,3,1.02,775,58,12.0,1,-5.330595482546201,28.415248198541967,1,1,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0
8310,3,1.01,515,103,15.0,1,-5.325119780971939,28.356900681698626,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0
8310,3,1.01,573,86,13.0,1,-5.319644079397673,28.298613131470713,1,1,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0
8310,3,1.4,2875,10,3.0,0,-5.31416837782341,28.240385547858295,1,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0
8310,2,1.05,781,54,9.0,1,-5.273100616016428,27.805590106632838,0,0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0
8310,2,1.14,1770,20,5.0,0,-5.2676249144421625,27.7478722392518,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
8310,2,1.03,894,47,11.0,1,-5.242984257357975,27.488883922903554,1,0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0
8310,2,1.08,1110,35,7.0,1,-5.237508555783709,27.43149587190755,1,0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0
8310,2,1.14,1450,26,5.0,1,-5.234770704996578,27.40282433389037,1,0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0
8310,2,1.25,1100,37,3.75,1,-5.2320328542094465,27.374167787527046,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
8310,2,1.36,1975,15,3.25,1,-5.226557152635181,27.316899669761966,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
8310,2,1.12,490,106,5.5,1,-5.188227241615333,26.91770191063945,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
8310,2,1.2,1275,31,4.33,1,-5.185489390828199,26.889300222391803,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
8310,2,1.28,1520,26,3.5,0,-5.180013689253936,26.832541820858175,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0
8220,2,1.05,754,59,9.0,0,-5.155373032169745,26.57787110082307,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
7630,2,1.16,710,67,4.5,1,-5.1033538672142384,26.044220694010523,1,0,0.6,0,0,1,0,1,0,1,0,0,0,0,0,0
7630,2,1.36,1780,20,3.0,1,-5.100616016427104,26.016283747032695,1,0,0.6,0,0,1,0,1,0,0,1,0,0,0,0,0
7630,2,1.4,335,151,2.75,1,-5.0978781656399725,25.988361791708773,1,0,0.6,0,0,1,0,1,0,0,0,0,1,0,0,0
7630,2,1.4,2725,12,3.0,0,-5.095140314852841,25.96045482803871,1,0,0.6,0,0,1,0,1,0,0,0,0,0,0,1,0
7390,2,1.08,920,46,7.0,1,-5.067761806981519,25.68220973230059,1,0,0.6,0,0,1,0,1,0,1,0,0,0,0,0,0
7390,2,1.14,1402,28,5.0,1,-5.0622861054072565,25.62674061299937,1,0,0.8,0,0,1,0,1,0,0,1,0,0,0,0,0
7390,2,1.44,3555,9,2.62,0,-5.059548254620122,25.599028540829522,1,0,0.8,0,0,1,0,1,0,0,0,0,1,0,0,0
6970,2,1.03,630,80,11.0,1,-5.043121149897331,25.43307093254178,1,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0
6405,3,1.02,655,73,12.0,1,-4.993839835728952,24.938436304913367,1,1,0.6,0,1,0,0,1,0,0,0,0,0,0,0,0
6405,3,1.04,190,246,10.0,1,-4.982888432580424,24.829177131543794,1,1,0.8,0,1,0,0,1,0,1,0,0,0,0,0,0
6405,3,1.1,1160,37,6.5,1,-4.980150581793293,24.80189981733607,1,1,0.8,0,1,0,0,1,0,0,1,0,0,0,0,0
6405,3,1.05,538,98,9.0,1,-4.974674880219027,24.747390163882187,1,1,0.8,0,1,0,0,1,0,0,0,1,0,0,0,0
6405,3,1.2,1495,27,4.5,0,-4.9691991786447645,24.692940477043802,1,1,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0
6675,3,1.03,560,96,11.0,1,-4.950034223134839,24.50283881020613,1,0,0.8,0,0,0,0,0,1,1,0,0,0,0,0,0
6675,3,1.16,649,74,4.5,0,-4.947296372347708,24.47574139584479,1,0,0.8,0,0,0,0,0,1,0,1,0,0,0,0,0
6545,3,1.11,730,68,6.0,1,-4.917180013689254,24.178659287025056,1,1,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0
6545,3,1.14,551,97,5.0,1,-4.911704312114988,24.12483924964897,1,1,0.6,0,1,0,0,0,1,1,0,0,0,0,0,0
6545,3,1.03,1405,31,11.0,1,-4.906228610540726,24.071079178888382,1,1,0.6,0,1,0,0,0,1,0,1,0,0,0,0,0
6545,3,1.8,1565,26,1.9,1,-4.898015058179329,23.990551510151455,1,1,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0
6545,3,1.12,626,82,6.0,1,-4.892539356605067,23.93694135592952,1,1,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0
6545,3,1.8,2825,13,2.0,0,-4.887063655030801,23.88339116832301,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0
6905,2,1.08,1229,33,7.0,1,-4.777549623545518,22.82498040543992,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
6905,2,1.16,870,54,4.5,1,-4.774811772758383,22.798827465272055,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
6905,2,1.2,695,72,4.33,1,-4.769336071184121,22.746566559897985,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
6905,2,2.25,6795,3,1.61,0,-4.76659822039699,22.72045859469175,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0
7085,3,1.14,945,47,5.0,1,-4.758384668035593,22.642224648996198,1,0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0
7085,3,1.57,1145,37,2.25,1,-4.755646817248461,22.61617665040542,1,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
7085,3,1.5,2875,13,2.5,0,-4.752908966461327,22.590143643468476,1,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0
6665,3,1.08,980,47,7.0,1,-4.722792607802873,22.304770016317462,1,1,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0
6665,3,1.1,910,52,6.5,1,-4.7145790554414795,22.227255670007473,1,1,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0
6665,3,1.1,495,108,6.5,1,-4.711841204654345,22.201447537878508,1,1,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0
6665,3,1.28,1751,21,3.5,1,-4.706365503080082,22.14987624858224,1,1,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0
6665,3,1.22,2070,19,4.33,1,-4.7008898015058165,22.098364925901393,1,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0
6665,3,3.5,7215,2,1.3,1,-4.692676249144423,22.02121037928417,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0
6665,3,3.25,10745,1,1.36,0,-4.689938398357288,21.995522180386125,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
7145,2,1.005,111,356,21.0,1,-4.62696783025325,21.408831302198465,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0
7145,2,1.2,1055,43,4.33,1,-4.618754277891856,21.33289107954432,1,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0
7145,2,1.22,1715,22,4.0,1,-4.6160164271047215,21.30760765530064,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
7145,2,1.25,3135,11,4.0,1,-4.61327857631759,21.282339222710853,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
7145,2,1.12,2190,17,5.5,1,-4.605065023956193,21.206623874864654,1,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
7145,2,1.14,1305,31,5.0,1,-4.602327173169062,21.18141540889033,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
7145,2,1.06,1175,35,8.0,1,-4.599589322381931,21.15622193456987,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
7145,2,2.2,6735,3,1.66,0,-4.5968514715948,21.131043451903274,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
7145,3,1.11,1415,26,6.0,1,-4.550308008213552,20.705302969612383,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0
7145,3,1.16,1070,41,4.5,1,-4.5448323066392895,20.655500695472206,0,0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0
7145,3,1.07,743,66,7.5,1,-4.542094455852155,20.63062204588288,0,0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0
7145,3,1.2,1225,32,4.33,1,-4.539356605065024,20.605758387947457,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0
7145,3,2.75,7495,2,1.44,0,-4.536618754277892,20.580909721665897,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1
6945,3,1.12,1480,24,5.5,1,-4.528405201916495,20.506453672744374,0,0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0
6945,3,1.14,1215,34,5.0,0,-4.525667351129364,20.481664973078274,0,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0
5635,3,1.2,3755,6,4.5,1,-4.4955509924709105,20.20997872590619,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0
5635,3,1.9,11450,1,1.9,0,-4.490075290896645,20.160776117920587,0,0,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0
5635,3,1.38,3665,8,3.0,1,-4.484599589322382,20.11163347655048,0,0,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0
5635,3,3.0,7645,2,1.38,0,-4.481861738535251,20.087084643346223,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,1,0
6240,3,1.01,993,42,15.0,1,-4.342231348391511,18.85497308295396,1,1,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0
6240,3,1.01,606,81,15.0,1,-4.336755646817249,18.807449540201294,1,1,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0
6240,3,1.06,2160,14,8.0,1,-4.3258042436687205,18.71258235454231,1,1,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0
6240,3,1.28,3955,6,3.75,1,-4.320328542094455,18.665238711635997,1,1,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0
6240,3,2.87,9245,2,1.4,1,-4.314852840520192,18.617955035345172,1,1,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0
6240,3,1.61,5760,5,2.4,1,-4.306639288158795,18.547141958312896,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
7880,3,1.07,1370,27,7.5,1,-4.243668720054757,18.008724205571177,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
7880,3,1.04,1060,41,10.0,1,-4.2409308692676255,17.985494637907056,1,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0
7880,3,1.04,1098,38,10.0,1,-4.238193018480494,17.962280061896802,1,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0
7880,3,2.5,7965,2,1.53,1,-4.232717316906228,17.915895884837862,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
7800,3,1.03,1090,39,11.0,1,-4.188911704312115,17.54698126652303,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
7800,3,1.06,1210,34,8.0,1,-4.186173853524984,17.524051531936216,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
7800,3,1.08,1710,18,7.0,1,-4.183436002737849,17.501136789003237,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0
7800,3,1.07,1495,21,7.5,1,-4.177960301163587,17.455352278098932,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
7800,3,1.61,7965,2,2.25,1,-4.175222450376456,17.432482510127578,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
7800,3,1.72,12390,1,2.1,1,-4.172484599589321,17.40962773381006,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
8710,2,1.03,896,54,11.0,1,-4.158795345653662,17.29557872703056,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
8710,2,1.01,335,173,15.0,1,-4.150581793292265,17.22732922280923,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
8710,2,1.04,1710,17,10.0,1,-4.145106091718002,17.18190451159769,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0
8710,2,1.02,1058,40,12.0,1,-4.1423682409308675,17.15921464347269,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0
8710,2,1.07,2106,15,8.0,1,-4.139630390143736,17.136539767001583,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0
8710,2,2.0,12630,1,1.8,1,-4.134154688569474,17.091234989020965,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
9640,2,1.01,327,182,15.0,1,-4.068446269678301,16.55225504925928,1,0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0
